SP1,SP2,SP3,SP5,SP6,FS1,FS2,EPS1,TS1,TS2,TS3,TS4,VS1,CP,SE,label
149.31,121.61,3.234,8.66,8.601,11.224,9.357,2398.4,51.312,56.227,53.312,47.453,0.696,1.481,67.886,19.16
142.69,117.34,2.141,8.642,8.58,7.795,9.344,2215.8,51.297,56.238,53.309,47.371,0.676,1.502,68.698,19.325
142.53,117.14,2.008,8.674,8.611,7.786,9.345,2213.6,51.324,56.238,53.32,47.371,0.647,1.499,68.698,19.366
142.53,117.06,2.023,8.696,8.627,7.792,9.344,2213.6,51.316,56.242,53.309,47.371,0.624,1.497,68.638,19.351
142.28,116.91,2.086,8.719,8.656,7.804,9.343,2208.4,51.391,56.242,53.379,47.367,0.609,1.507,68.638,19.506
142.37,117.16,2.055,8.684,8.628,7.793,9.334,2215.2,51.449,56.223,53.367,47.379,0.604,1.512,68.682,19.547
142.19,116.82,1.969,8.655,8.595,7.741,9.357,2215.4,51.477,56.254,53.367,47.367,0.605,1.49,68.682,19.255
142.48,117.01,1.945,8.66,8.601,7.789,9.358,2212,51.555,56.266,53.375,47.449,0.618,1.49,68.571,19.237
142.18,116.69,2.086,8.686,8.636,7.809,9.349,2211.6,51.645,56.336,53.387,47.445,0.611,1.514,68.571,19.457
142.58,117.13,1.977,8.72,8.668,5.714,9.352,2211.6,51.715,56.324,53.48,47.437,0.62,1.523,64.832,19.442
152.86,127.59,1.883,8.733,8.672,7.8,9.337,2353.4,51.73,56.344,53.457,47.453,0.628,1.536,64.832,19.771
152.86,127.37,1.891,8.707,8.642,7.719,9.361,2349.6,51.723,56.32,53.457,47.371,0.635,1.535,69.864,19.728
152.78,127.23,2.078,8.68,8.62,7.908,9.377,2349.6,51.816,56.402,53.457,47.383,0.638,1.539,69.864,19.723
152.87,127.41,2.062,8.646,8.592,7.626,9.373,2347.8,51.793,56.414,53.469,47.367,0.645,1.539,69.968,19.771
152.72,127.1,2,8.686,8.637,7.628,9.348,2348,51.883,56.418,53.461,47.293,0.645,1.539,69.968,19.731
152.77,127.23,2.047,8.707,8.66,7.683,9.346,2349.6,51.883,56.441,53.379,47.359,0.644,1.512,69.694,19.484
152.67,127.4,1.945,8.714,8.658,7.756,9.334,2346.2,51.887,56.469,53.375,47.371,0.631,1.51,69.694,19.501
152.63,127.44,1.898,8.7,8.645,7.736,9.348,2347.4,51.875,56.484,53.375,47.453,0.628,1.489,69.954,19.255
152.87,127.27,1.883,8.682,8.623,7.806,9.368,2349.4,51.875,56.48,53.379,47.461,0.628,1.496,69.954,19.242
152.66,127.16,2.031,8.686,8.632,4.559,9.363,2347.6,51.875,56.484,53.375,47.461,0.634,1.49,57.045,19.184
162.45,137.34,1.922,8.681,8.632,7.756,9.381,2481.2,51.883,56.484,53.379,47.449,0.636,1.512,57.045,19.484
162.6,137.37,2.047,8.708,8.651,7.577,9.357,2481.6,51.875,56.5,53.375,47.367,0.641,1.511,70.871,19.532
162.58,137.27,1.859,8.729,8.678,7.766,9.341,2481.8,51.883,56.488,53.387,47.379,0.647,1.512,70.871,19.471
162.66,137.25,2.047,8.689,8.637,7.707,9.364,2481.6,51.957,56.5,53.309,47.355,0.64,1.503,70.906,19.345
162.42,137.06,2.086,8.675,8.618,7.609,9.377,2481.8,51.949,56.535,53.332,47.367,0.651,1.506,70.906,19.328
162.52,137.06,1.883,8.665,8.612,7.756,9.377,2480,51.957,56.566,53.324,47.379,0.654,1.503,70.694,19.328
162.5,137.23,2.047,8.678,8.625,7.713,9.347,2483.6,51.957,56.578,53.309,47.371,0.641,1.497,70.694,19.34
162.45,137.22,2.031,8.714,8.66,7.603,9.348,2481.8,51.957,56.59,53.309,47.383,0.657,1.489,70.605,19.325
162.44,137.24,2.047,8.71,8.653,7.84,9.367,2481.8,52.043,56.605,53.293,47.367,0.65,1.486,70.605,19.235
162.48,137.25,2.047,8.685,8.632,11.002,9.381,2480,52.047,56.617,53.293,47.383,0.644,1.492,82.179,19.337
152.67,127.19,2.031,8.677,8.613,7.815,9.365,2350,52.059,56.637,53.285,47.367,0.646,1.505,82.179,19.482
152.46,127.01,1.945,8.665,8.606,7.848,9.357,2344.2,52.051,56.648,53.297,47.277,0.633,1.516,69.913,19.561
152.66,127.27,1.898,8.697,8.641,7.801,9.354,2347.4,52.043,56.656,53.285,47.301,0.627,1.509,69.913,19.482
152.59,127.24,2.187,8.712,8.654,7.818,9.352,2343.8,52.043,56.672,53.312,47.281,0.624,1.525,69.946,19.638
152.7,127.03,2.062,8.712,8.661,7.69,9.345,2346,51.965,56.656,53.324,47.293,0.622,1.526,69.946,19.62
152.56,127.35,2.023,8.694,8.636,7.653,9.376,2347.6,51.953,56.648,53.312,47.281,0.612,1.524,69.952,19.674
152.77,127.24,2,8.67,8.604,7.672,9.352,2347.4,51.969,56.656,53.305,47.281,0.612,1.529,69.952,19.663
152.57,126.93,2.031,8.678,8.617,7.609,9.376,2344,51.949,56.648,53.293,47.281,0.606,1.523,69.836,19.64
152.48,127.19,2.133,8.693,8.643,7.871,9.361,2347.6,51.969,56.637,53.305,47.277,0.605,1.526,69.836,19.643
152.59,127.18,2.102,8.726,8.675,9.611,9.328,2344,51.957,56.621,53.305,47.293,0.602,1.526,70.79,19.559
147.56,122.3,2,8.715,8.656,7.828,9.341,2281.4,51.98,56.605,53.312,47.289,0.592,1.554,70.79,19.897
147.62,122.31,1.914,8.691,8.63,7.848,9.364,2281.2,51.957,56.605,53.324,47.223,0.591,1.537,69.926,19.854
147.74,122.35,2.156,8.675,8.616,7.846,9.361,2282,51.957,56.609,53.32,47.133,0.597,1.571,69.926,20.306
147.91,122.59,2.055,8.672,8.608,7.925,9.357,2283.6,51.926,56.59,53.309,47.133,0.59,1.558,70.919,20.101
147.86,122.56,1.992,8.689,8.635,7.939,9.354,2287.2,51.875,56.574,53.324,47.133,0.59,1.564,70.919,20.162
147.75,122.35,1.969,8.712,8.658,7.846,9.347,2284,51.875,56.574,53.312,47.117,0.58,1.561,69.809,20.164
147.62,122.3,2.109,8.714,8.658,7.774,9.339,2283.6,51.875,56.582,53.324,47.121,0.578,1.539,69.809,19.885
147.52,122.14,2,8.698,8.638,7.773,9.364,2281.4,51.875,56.566,53.312,47.195,0.576,1.543,69.382,20.04
147.62,122.15,1.992,8.672,8.618,7.784,9.377,2281.2,51.883,56.566,53.34,47.215,0.577,1.561,69.382,20.08
147.64,122.46,2.008,8.672,8.608,7.759,9.391,2278.2,51.887,56.574,53.375,47.184,0.583,1.564,69.311,20.111
147.63,122.38,1.977,8.691,8.625,7.719,9.342,2279.8,51.891,56.582,53.363,47.105,0.613,1.578,69.311,20.314
190.09,0.094,0,8.72,8.66,0.007,9.343,2777.6,51.887,56.551,53.367,47.051,0.673,1.593,0,20.458
190.35,0,0,8.712,8.66,0.003,9.341,2845.6,51.793,56.512,53.375,47.016,0.725,1.598,0,20.626
190.46,0,0,8.683,8.626,0.005,9.341,2845.6,51.687,56.488,53.379,47,0.735,1.602,0,20.664
190.18,0,0,8.663,8.609,0,9.383,2847.4,51.621,56.512,53.375,47.012,0.733,1.611,0,20.644
190.17,0,0.031,8.658,8.604,0,9.381,2846,51.551,56.441,53.387,47.055,0.737,1.595,0,20.547
190.2,0,0.062,8.685,8.633,0,9.349,2844.2,51.473,56.406,53.375,47.055,0.738,1.584,0,20.479
190.28,0,0,8.71,8.651,0.001,9.343,2845.8,51.406,56.348,53.391,47.082,0.735,1.577,0,20.41
190.27,0,0.008,8.722,8.651,0,9.33,2845.8,51.391,56.305,53.375,47.102,0.744,1.581,0,20.37
190.23,0,0,8.702,8.641,0,9.344,2845.6,51.383,56.238,53.363,47.121,0.753,1.572,77.691,20.301
149.23,121.65,3.164,8.686,8.621,11.245,9.358,2395.2,51.305,56.238,53.445,47.109,0.695,1.603,77.691,20.516
142.52,117.06,2.008,8.668,8.618,7.82,9.352,2212,51.273,56.223,53.453,47.121,0.68,1.608,68.907,20.634
142.39,117.03,2.047,8.689,8.637,7.806,9.338,2208,51.305,56.242,53.457,47.082,0.652,1.603,68.907,20.65
142.41,116.92,2.023,8.677,8.62,7.778,9.314,2209.6,51.391,56.242,53.457,47.105,0.627,1.604,68.722,20.574
142.8,117.39,2,8.705,8.641,7.788,9.334,2211.6,51.391,56.242,53.453,47.09,0.607,1.604,68.722,20.597
142.44,117.02,2.008,8.682,8.62,7.788,9.377,2209.8,51.465,56.289,53.445,47.109,0.603,1.593,68.755,20.523
142.46,116.87,2.008,8.637,8.572,7.806,9.352,2209.8,51.555,56.316,53.457,47.129,0.603,1.574,68.755,20.27
142.36,116.92,1.992,8.663,8.606,7.771,9.352,2211.2,51.637,56.332,53.457,47.195,0.599,1.578,68.663,20.29
142.46,117.11,2.078,8.676,8.62,7.758,9.347,2211.4,51.645,56.332,53.457,47.187,0.611,1.579,68.663,20.303
142.49,117.1,1.898,8.717,8.658,5.861,9.344,2207.8,51.699,56.359,53.469,47.199,0.621,1.578,65.374,20.303
152.66,127.23,2.102,8.731,8.672,7.856,9.328,2347.6,51.73,56.375,53.457,47.195,0.625,1.581,65.374,20.303
152.69,127.47,1.859,8.708,8.658,7.808,9.366,2346,51.805,56.398,53.457,47.215,0.624,1.581,70,20.27
152.78,127.24,2.062,8.682,8.618,7.866,9.375,2343.8,51.797,56.406,53.461,47.109,0.653,1.603,70,20.611
152.69,127.18,1.883,8.667,8.613,7.649,9.361,2347.8,51.805,56.43,53.461,47.129,0.65,1.602,70.017,20.584
152.75,127.3,1.992,8.689,8.636,7.734,9.328,2347.6,51.805,56.473,53.461,47.117,0.654,1.604,70.017,20.576
152.62,127.27,2.031,8.717,8.658,7.678,9.332,2347.4,51.805,56.48,53.469,47.199,0.644,1.585,69.926,20.31
152.65,127.34,1.945,8.724,8.67,7.791,9.369,2342,51.785,56.48,53.48,47.199,0.64,1.58,69.926,20.32
152.65,127.42,1.898,8.705,8.639,7.75,9.374,2345.8,51.883,56.461,53.461,47.281,0.633,1.56,70.047,20.039
152.76,127.34,1.891,8.675,8.616,7.739,9.379,2347.8,51.875,56.496,53.457,47.277,0.634,1.547,70.047,19.776
152.64,127.27,1.969,8.682,8.632,4.766,9.415,2347.6,51.887,56.488,53.379,47.289,0.642,1.545,57.145,19.773
162.39,137,1.945,8.696,8.646,7.647,9.379,2473.6,51.887,56.496,53.375,47.293,0.66,1.533,57.145,19.773
162.28,137.14,2.078,8.727,8.672,7.73,9.347,2481.4,51.957,56.496,53.375,47.207,0.649,1.557,70.957,20.09
162.57,137.22,2.055,8.72,8.672,7.634,9.345,2479.6,51.969,56.5,53.324,47.211,0.657,1.542,70.957,19.935
162.57,137.13,1.883,8.679,8.613,7.755,9.376,2479.6,52.047,56.566,53.32,47.199,0.662,1.544,70.906,20.027
162.44,137.09,1.969,8.667,8.608,7.639,9.365,2477.8,52.117,56.574,53.305,47.187,0.658,1.543,70.906,19.859
162.23,137.17,1.828,8.684,8.632,7.799,9.398,2476,52.09,56.645,53.332,47.277,0.654,1.514,70.845,19.622
162.36,137.09,1.969,8.697,8.635,7.701,9.332,2479.4,52.109,56.645,53.305,47.289,0.644,1.513,70.845,19.556
162.53,137.22,2.055,8.725,8.663,7.637,9.365,2479.6,52.098,56.684,53.297,47.289,0.647,1.514,70.723,19.597
162.33,137.12,2.047,8.725,8.656,7.689,9.369,2479.8,52.137,56.703,53.277,47.273,0.641,1.512,70.723,19.548
162.52,137.19,2,8.688,8.627,10.913,9.339,2478,52.141,56.727,53.293,47.289,0.632,1.516,81.932,19.566
152.62,127.06,2.055,8.679,8.608,7.816,9.369,2351.6,52.141,56.727,53.293,47.281,0.641,1.536,81.932,19.867
152.63,127.14,2.211,8.679,8.616,7.745,9.371,2344,52.129,56.742,53.293,47.199,0.631,1.534,69.86,19.859
152.57,127.02,2.133,8.705,8.641,7.925,9.352,2344,52.098,56.746,53.297,47.109,0.631,1.556,69.86,20.119
152.73,127.29,2.008,8.719,8.66,7.792,9.341,2347.6,52.098,56.727,53.293,47.117,0.629,1.557,69.866,20.063
152.62,127.23,2.086,8.702,8.644,7.851,9.356,2347.6,52.086,56.719,53.281,47.121,0.627,1.55,69.866,20.091
152.48,127.16,1.898,8.679,8.623,7.733,9.349,2342,52.09,56.727,53.324,47.109,0.627,1.569,69.942,20.314
152.54,127.23,2.055,8.668,8.609,7.76,9.368,2347.6,52.125,56.703,53.336,47.195,0.623,1.54,69.942,19.935
152.52,127.23,2.008,8.668,8.604,7.679,9.354,2344,52.102,56.711,53.367,47.199,0.618,1.541,70.025,19.867
152.61,127.14,2.055,8.69,8.632,7.632,9.336,2345.8,52.09,56.703,53.336,47.207,0.621,1.515,70.025,19.605
152.46,126.98,1.969,8.72,8.665,9.528,9.339,2345.8,52.109,56.719,53.32,47.281,0.614,1.545,70.603,19.93
147.26,121.91,2.078,8.705,8.649,7.82,9.332,2281.6,52.125,56.727,53.32,47.199,0.599,1.552,70.603,20.047
147.41,121.81,1.844,8.688,8.637,7.799,9.37,2281.6,52.109,56.727,53.332,47.199,0.596,1.541,69.868,19.963
147.32,121.94,1.859,8.672,8.608,7.821,9.369,2284,52.051,56.703,53.324,47.117,0.613,1.567,69.868,20.19
147.77,122.3,1.992,8.666,8.601,7.845,9.375,2280,52.051,56.676,53.32,47.121,0.599,1.574,70.571,20.352
147.77,122.1,1.969,8.677,8.616,7.948,9.359,2283.4,52.031,56.656,53.336,47.117,0.614,1.546,70.571,20.101
147.5,122.08,2.023,8.728,8.661,7.867,9.357,2281.8,51.977,56.664,53.363,47.211,0.612,1.554,69.977,20.04
147.63,122.22,1.953,8.715,8.651,7.812,9.338,2280.8,51.977,56.664,53.367,47.195,0.6,1.551,69.977,20.042
147.43,122.19,2.102,8.702,8.641,7.821,9.363,2278,51.957,56.633,53.387,47.289,0.597,1.534,69.471,19.786
147.58,122.1,2.031,8.678,8.604,7.775,9.376,2279.8,51.965,56.656,53.367,47.277,0.588,1.539,69.471,19.781
147.44,122.19,2.133,8.678,8.619,7.778,9.358,2279.8,51.965,56.648,53.375,47.266,0.585,1.549,69.258,19.875
147.5,122.14,1.992,8.692,8.637,7.701,9.339,2277.8,51.883,56.664,53.367,47.254,0.616,1.543,69.258,19.834
189.95,0.078,0,8.719,8.66,0,9.318,2778,51.883,56.617,53.363,47.262,0.656,1.539,0,19.869
190.44,0.008,0,8.692,8.632,0,9.351,2846,51.797,56.59,53.363,47.172,0.701,1.562,0,20.128
190.3,0,0,8.675,8.618,0,9.365,2847.6,51.727,56.52,53.379,47.18,0.709,1.561,0,20.111
190.16,0,0,8.679,8.618,0.001,9.356,2845.8,51.703,56.508,53.367,47.25,0.713,1.545,0,19.844
190.33,0,0.055,8.675,8.613,0.003,9.372,2845.8,51.648,56.496,53.375,47.25,0.733,1.542,0,19.821
190.26,0,0,8.692,8.631,0,9.354,2843.8,51.559,56.461,53.391,47.25,0.744,1.541,0,19.844
190.15,0,0.039,8.715,8.646,0,9.358,2850.4,51.492,56.402,53.375,47.262,0.839,1.543,0,19.864
190.17,0,0.016,8.708,8.648,0.006,9.343,2841.8,51.457,56.348,53.375,47.254,0.891,1.536,0,19.882
190.33,0,0.055,8.693,8.624,0.006,9.332,2850.2,51.406,56.324,53.367,47.293,0.831,1.531,76.573,19.831
149.35,121.68,3.219,8.679,8.614,11.166,9.352,2405.2,51.398,56.32,53.375,47.277,0.75,1.534,76.573,19.745
142.74,117.18,2.047,8.665,8.602,7.819,9.379,2212.2,51.312,56.305,53.367,47.281,0.691,1.535,68.733,19.76
142.52,117.11,1.969,8.686,8.628,7.77,9.337,2212.4,51.395,56.316,53.367,47.277,0.662,1.536,68.733,19.801
142.47,117.02,1.969,8.701,8.641,7.783,9.341,2210,51.445,56.316,53.375,47.293,0.633,1.539,68.699,19.814
142.37,117.09,2.062,8.713,8.651,7.771,9.318,2214.2,51.457,56.32,53.375,47.293,0.613,1.527,68.699,19.801
142.41,116.83,1.891,8.703,8.641,7.774,9.316,2209.8,51.477,56.348,53.461,47.277,0.615,1.557,68.568,20.014
142.31,116.89,1.992,8.677,8.609,7.785,9.336,2209.4,51.57,56.391,53.457,47.359,0.603,1.529,68.568,19.669
142.31,116.93,1.977,8.634,8.58,7.795,9.365,2214,51.656,56.398,53.473,47.371,0.602,1.531,68.56,19.723
142.18,116.56,1.859,8.68,8.626,7.758,9.361,2217.6,51.711,56.398,53.453,47.371,0.608,1.533,68.56,19.723
142.53,117.13,1.992,8.707,8.656,5.819,9.35,2218,51.738,56.441,53.5,47.367,0.616,1.535,65.342,19.809
152.84,127.55,1.953,8.731,8.677,7.919,9.357,2354,51.723,56.461,53.496,47.371,0.623,1.55,65.342,19.873
152.68,127.5,2,8.729,8.679,7.894,9.361,2346,51.805,56.484,53.535,47.293,0.633,1.561,70.065,20.047
152.86,127.29,1.867,8.701,8.642,7.831,9.387,2352,51.887,56.5,53.48,47.281,0.638,1.565,70.065,20.138
152.56,127.39,1.922,8.673,8.62,7.729,9.367,2348.2,51.887,56.488,53.484,47.289,0.632,1.565,69.833,20.12
152.7,127.38,1.883,8.675,8.617,7.781,9.355,2352,51.891,56.488,53.473,47.301,0.649,1.553,69.833,19.922
152.81,127.24,1.937,8.715,8.658,7.708,9.347,2350.2,51.891,56.488,53.453,47.289,0.641,1.555,69.929,20.004
152.62,127.34,2.008,8.738,8.681,7.645,9.359,2350,51.875,56.496,53.457,47.367,0.636,1.54,69.929,19.774
152.65,127.39,2.031,8.714,8.65,7.708,9.35,2352,51.98,56.484,53.473,47.367,0.621,1.543,69.99,19.791
152.64,127.18,1.945,8.701,8.642,7.799,9.35,2346,51.977,56.52,53.375,47.359,0.626,1.515,69.99,19.478
152.73,127.26,1.992,8.684,8.62,4.866,9.361,2347.8,51.969,56.508,53.363,47.453,0.629,1.516,57.428,19.532
162.53,137.29,2.008,8.684,8.616,7.668,9.361,2479.4,51.969,56.555,53.387,47.359,0.637,1.515,57.428,19.532
162.92,137,1.844,8.717,8.646,7.578,9.332,2481.6,51.977,56.562,53.379,47.371,0.643,1.514,70.666,19.547
162.48,137.14,1.883,8.741,8.672,7.774,9.367,2478,52.051,56.578,53.309,47.359,0.647,1.496,70.666,19.396
162.44,137.09,2.133,8.71,8.651,7.713,9.342,2483.6,52.051,56.609,53.352,47.367,0.649,1.502,70.959,19.363
162.63,137.06,2.008,8.691,8.62,7.679,9.381,2481.8,52.062,56.648,53.332,47.359,0.649,1.5,70.959,19.366
162.47,137.04,2.055,8.676,8.614,7.705,9.359,2483.4,52.074,56.672,53.312,47.367,0.645,1.506,71.038,19.447
162.29,137.31,1.945,8.672,8.618,7.607,9.374,2477.8,52.113,56.672,53.32,47.352,0.647,1.499,71.038,19.348
162.33,137.03,1.953,8.707,8.637,7.743,9.338,2479.6,52.137,56.73,53.305,47.445,0.643,1.483,71.1,19.14
162.42,136.93,2.086,8.72,8.661,7.584,9.336,2477.8,52.141,56.746,53.332,47.437,0.654,1.477,71.1,19.196
162.2,137.02,1.992,8.693,8.627,10.953,9.349,2481.6,52.137,56.738,53.293,47.449,0.639,1.469,82.026,19.111
152.67,126.95,2.047,8.693,8.62,7.791,9.345,2348,52.141,56.727,53.309,47.453,0.626,1.498,82.026,19.407
152.56,127.35,1.937,8.666,8.594,7.674,9.378,2345.8,52.125,56.742,53.312,47.355,0.628,1.5,69.844,19.447
152.51,127.34,2.023,8.684,8.621,7.636,9.369,2347.6,52.148,56.742,53.336,47.379,0.629,1.503,69.844,19.396
152.59,127.08,2,8.7,8.646,7.762,9.341,2347.6,52.141,56.746,53.332,47.359,0.623,1.501,70.013,19.389
152.64,127.11,1.937,8.724,8.663,7.713,9.334,2347.4,52.109,56.754,53.332,47.359,0.61,1.501,70.013,19.419
152.59,127.03,2.078,8.71,8.648,7.724,9.338,2343.8,52.109,56.742,53.367,47.359,0.606,1.501,69.726,19.458
152.56,127.19,2.156,8.697,8.631,7.699,9.361,2345.6,52.148,56.738,53.367,47.355,0.607,1.518,69.726,19.57
152.41,127.16,2.078,8.66,8.594,7.801,9.344,2345.6,52.109,56.742,53.367,47.367,0.608,1.517,69.837,19.547
152.64,127.19,2,8.677,8.611,7.795,9.346,2344,52.102,56.746,53.379,47.355,0.6,1.514,69.837,19.578
152.52,127.27,2,8.698,8.637,9.591,9.339,2346,52.117,56.73,53.348,47.359,0.594,1.517,70.735,19.547
147.2,121.84,2,8.715,8.658,7.837,9.333,2279.6,52.102,56.738,53.312,47.355,0.591,1.508,70.735,19.527
147.86,122.48,2.102,8.708,8.649,7.817,9.339,2276,52.109,56.742,53.32,47.352,0.592,1.514,69.958,19.547
147.72,122.3,2.141,8.691,8.634,7.837,9.347,2279.6,52.109,56.746,53.387,47.273,0.595,1.51,69.958,19.522
147.81,122.41,2.109,8.658,8.602,7.934,9.368,2281.6,52.051,56.742,53.375,47.281,0.598,1.53,70.778,19.811
147.95,122.56,2.023,8.675,8.615,7.934,9.345,2283.4,52.051,56.703,53.379,47.289,0.59,1.534,70.778,19.844
147.83,122.48,1.992,8.697,8.639,7.853,9.35,2278,52.051,56.715,53.375,47.367,0.582,1.51,69.973,19.527
147.66,122.28,2.023,8.714,8.656,7.823,9.354,2279.6,51.953,56.715,53.391,47.371,0.581,1.532,69.973,19.697
147.34,122.06,2.047,8.708,8.643,7.743,9.374,2277.8,51.957,56.664,53.461,47.453,0.581,1.508,69.329,19.442
147.5,122.14,1.937,8.675,8.608,7.72,9.357,2276,51.957,56.664,53.461,47.461,0.58,1.515,69.329,19.379
147.17,121.81,2,8.663,8.607,7.734,9.368,2281.6,51.977,56.66,53.461,47.426,0.579,1.519,69.188,19.569
147.62,122.18,1.977,8.684,8.63,7.913,9.381,2283.6,51.957,56.66,53.457,47.344,0.621,1.547,69.188,19.796
189.99,0.062,0,8.684,8.638,0.001,9.346,2770,51.875,56.664,53.457,47.344,0.651,1.545,0,19.86
190.23,0,0,8.731,8.678,0.003,9.343,2845.8,51.883,56.656,53.461,47.344,0.694,1.541,0,19.842
190.23,0,0,8.71,8.648,0.005,9.354,2843.8,51.816,56.578,53.461,47.266,0.711,1.559,0,20.093
190.18,0,0,8.67,8.618,0.007,9.359,2844,51.73,56.562,53.461,47.352,0.702,1.561,0,20.075
190.15,0,0,8.67,8.611,0.003,9.399,2843.8,51.715,56.52,53.453,47.344,0.731,1.545,0,19.822
190.41,0,0,8.687,8.632,0.009,9.372,2845.6,51.645,56.496,53.453,47.344,0.738,1.54,0,19.842
190.37,0,0,8.697,8.644,0.003,9.356,2844,51.551,56.496,53.375,47.34,0.747,1.519,0,19.58
190.17,0,0,8.703,8.648,0.003,9.328,2845.8,51.461,56.418,53.375,47.422,0.753,1.49,0,19.322
190.17,0,0,8.695,8.642,0,9.319,2845.8,51.477,56.379,53.363,47.359,0.76,1.505,73.266,19.539
149.25,121.65,3.125,8.653,8.587,11.262,9.328,2408.2,51.457,56.316,53.363,47.355,0.691,1.51,73.266,19.527
142.44,116.91,2.047,8.658,8.604,7.787,9.336,2213.8,51.41,56.348,53.379,47.359,0.658,1.513,68.553,19.532
142.55,117.05,2.031,8.679,8.625,7.763,9.343,2215.6,51.41,56.332,53.375,47.281,0.626,1.534,68.553,19.814
142.5,117.18,1.969,8.7,8.646,7.786,9.318,2211.8,51.445,56.348,53.379,47.277,0.608,1.533,68.553,19.824
142.52,116.85,2.008,8.701,8.655,7.748,9.31,2213.6,51.473,56.371,53.457,47.281,0.599,1.551,68.553,19.96
142.52,117.08,1.992,8.701,8.646,7.795,9.331,2213.6,51.57,56.402,53.469,47.277,0.593,1.552,68.619,20.004
142.16,116.71,1.977,8.666,8.601,7.777,9.342,2213.4,51.66,56.434,53.457,47.355,0.588,1.534,68.619,19.743
142.5,116.93,2.133,8.661,8.608,7.791,9.341,2211.6,51.703,56.461,53.445,47.371,0.587,1.548,68.507,19.842
142.06,116.66,1.992,8.684,8.62,7.763,9.349,2213.6,51.738,56.488,53.496,47.359,0.589,1.547,68.507,19.802
142.63,117.06,2.023,8.702,8.651,5.753,9.327,2211.6,51.82,56.48,53.508,47.355,0.607,1.546,65.655,19.842
152.84,127.32,2.133,8.727,8.656,7.779,9.323,2351.6,51.809,56.496,53.496,47.359,0.618,1.547,65.655,19.822
152.76,127.35,2.023,8.71,8.648,7.896,9.337,2351.6,51.891,56.484,53.508,47.281,0.622,1.566,70.046,20.09
152.61,127.47,2,8.692,8.631,7.815,9.358,2347.8,51.887,56.508,53.512,47.281,0.627,1.571,70.046,20.125
152.77,127.19,1.898,8.658,8.597,7.786,9.359,2349.8,51.891,56.488,53.5,47.281,0.64,1.554,69.914,20.037
152.72,127.09,2.008,8.663,8.606,7.684,9.347,2349.8,51.887,56.496,53.488,47.277,0.63,1.563,69.914,20.1
152.63,127.22,2.023,8.698,8.651,7.637,9.321,2347.8,51.977,56.562,53.508,47.277,0.626,1.545,69.854,19.814
152.61,127.19,1.953,8.722,8.66,7.718,9.339,2349.4,51.977,56.547,53.496,47.355,0.631,1.551,69.854,19.832
152.79,127.38,2.031,8.715,8.655,7.696,9.352,2344,51.992,56.566,53.457,47.422,0.622,1.512,69.95,19.467
152.61,127.14,2,8.694,8.632,7.814,9.357,2345.8,51.98,56.578,53.445,47.449,0.629,1.51,69.95,19.48
152.72,126.98,1.969,8.675,8.612,4.734,9.344,2349.4,52.047,56.582,53.457,47.445,0.642,1.517,57.082,19.5
162.34,137.29,1.977,8.677,8.616,7.731,9.357,2475.4,52.062,56.602,53.457,47.449,0.641,1.517,57.082,19.482
162.53,137.06,2,8.71,8.646,7.559,9.339,2481.6,52.047,56.648,53.453,47.449,0.637,1.521,70.81,19.518
162.52,136.95,2.047,8.722,8.663,7.797,9.351,2479.8,52.117,56.664,53.461,47.437,0.634,1.536,70.81,19.784
162.44,137.14,1.992,8.715,8.641,7.651,9.345,2479.8,52.109,56.672,53.469,47.355,0.631,1.535,71.129,19.751
162.34,137.32,2.008,8.672,8.615,7.629,9.348,2481.6,52.125,56.715,53.367,47.367,0.629,1.495,71.129,19.237
162.33,137.16,2.047,8.658,8.599,7.756,9.336,2479.8,52.137,56.754,53.375,47.445,0.623,1.493,70.86,19.235
162.39,137.11,2.023,8.672,8.609,7.592,9.361,2477.8,52.137,56.742,53.379,47.449,0.628,1.492,70.86,19.255
162.52,137.38,1.844,8.702,8.643,7.789,9.376,2481.4,52.219,56.758,53.379,47.504,0.651,1.475,70.917,19.039
162.36,136.86,1.945,8.724,8.658,7.582,9.319,2479.8,52.137,56.746,53.387,47.512,0.639,1.476,70.917,19.121
162.44,137.25,1.859,8.701,8.648,11.216,9.319,2478,52.141,56.73,53.387,47.523,0.622,1.472,82.428,19.146
152.65,127.24,1.937,8.658,8.602,7.738,9.344,2350,52.137,56.746,53.367,47.492,0.61,1.487,82.428,19.121
152.54,127.3,1.812,8.684,8.625,7.756,9.349,2345.8,52.125,56.754,53.379,47.453,0.607,1.5,69.814,19.247
152.38,127.08,1.969,8.679,8.631,7.693,9.344,2345.6,52.137,56.754,53.375,47.437,0.605,1.494,69.814,19.268
152.51,127,2.023,8.697,8.632,7.814,9.347,2345.8,52.137,56.738,53.367,47.453,0.619,1.491,70,19.273
152.62,127.21,1.977,8.715,8.656,7.825,9.324,2347.8,52.113,56.742,53.379,47.449,0.668,1.514,70,19.472
152.61,127.3,1.977,8.703,8.648,7.809,9.35,2349.4,52.109,56.742,53.461,47.453,0.636,1.517,70.049,19.513
152.45,127.03,1.914,8.691,8.62,7.82,9.339,2347.8,52.102,56.742,53.453,47.445,0.631,1.517,70.049,19.442
152.59,127.12,2.055,8.665,8.595,7.831,9.354,2343.8,52.09,56.742,53.457,47.437,0.624,1.519,69.988,19.488
152.53,127.13,2.055,8.668,8.613,7.724,9.341,2347.6,52.098,56.742,53.469,47.453,0.624,1.524,69.988,19.493
